city,companyFullName,education,financeStage,jobNature,positionAdvantage,positionName,salary,workYear
南京,江苏五星电器有限公司,本科,不需要融资,全职,五险一金 工作氛围好 SAP上线中 双休,Python开发工程师,7k-12k,1-3年
杭州,武汉佰钧成技术有限责任公司,大专,不需要融资,全职,"项目大,平台优,技术新,发展好",python开发,10k-20k,3-5年
北京,维我软件（上海）有限公司北京分公司,本科,上市公司,全职,"纽交所上市,云计算,SaaS,股票",Python工程师,15k-24k,1-3年
上海,瞬联软件科技（北京）有限公司,本科,不需要融资,全职,"五险一金,带薪年假,弹性工作,氛围自由",Python软件开发工程师,10k-15k,1-3年
深圳,达而观信息科技（上海）有限公司,本科,A轮,全职,"六险一金,12天年假,专业培训,技术提升",Python开发工程师,8k-10k,1-3年
北京,北京天融信网络安全,本科,上市公司,全职,"七险一金,年终奖,带薪年假,带薪病假",python开发工程师,10k-15k,1-3年
上海,上海海万信息科技股份有限公司,大专,不需要融资,全职,"年终奖,过节费,旅游,体检",python工程师,8k-15k,1-3年
北京,北京优虎商务服务有限公司,本科,B轮,全职,"带薪年假,六险一金,期权股票,大牛多多",python开发工程师,20k-40k,1-3年
北京,北京慕华信息科技有限公司,本科,B轮,全职,来吧，与技术大牛过招吧！,Python工程师,15k-25k,1-3年
北京,北京我爱出行科技服务有限公司,本科,不需要融资,全职,"五险一金,弹性工作,绩效奖金,节日福利",Python开发工程师,15k-20k,3-5年
广州,有米科技股份有限公司,本科,上市公司,全职,"六险一金,年度旅游,项目奖金",Python工程师,15k-25k,1-3年
长沙,湖南康通电子股份有限公司,本科,未融资,全职,"五险一金,亲属关爱金,免费中晚餐,福利齐全",Python工程师,7K-14K,1-3年
深圳,武汉市哈哈便利科技有限公司,本科,天使轮,全职,"创业公司,空间大,氛围好",Python开发工程师,15k-30k,3-5年
上海,阿基米德（上海）传媒有限公司,本科,B轮,全职,五险一金、补充公积金、13薪、饭贴,Python软件开发工程师,15k-22k,1-3年
广州,广州游爱网络技术有限公司,大专,上市公司,全职,五险一金 包三餐 全勤奖 项目奖金 年底双薪,Python,8k-10k,1-3年
上海,上海亦存网络科技有限公司,本科,不需要融资,全职,"薪酬丰厚,扁平化管理,学习平台",高级Python开发,20k-40k,3-5年
北京,维我软件（上海）有限公司北京分公司,本科,上市公司,全职,"纽交所上市,云计算,SaaS,生命科学",高级Python开发工程师,25k-35k,5-10年
深圳,上海海万信息科技股份有限公司,大专,不需要融资,全职,"双休,过节费,年度体检,旅游",python开发工程师,10k-20k,3-5年
深圳,深圳众禄基金销售股份有限公司,本科,上市公司,全职,"新三板挂牌,团队氛围,金融中心",Python开发工程师,18k-25k,1-3年
深圳,深圳花果山科技有限公司,本科,B轮,全职,年轻富有活力的团队，稳步发展的创业公司。,Python,5k-8k,1-3年
上海,上海道客网络科技有限公司,本科,A轮,全职,"15天年假,技术大牛,年终多薪,豪华团队",Python研发工程师,15k-30k,3-5年
北京,北京优虎商务服务有限公司,本科,B轮,全职,"加班少,福利好",python开发工程师,20k-40k,1-3年
北京,北京点石经纬科技有限公司,本科,B轮,全职,"大牛多,平台好,待遇好,流程规范",Python工程师,15k-25k,3-5年
北京,北京小龙虾科技有限公司,本科,B轮,全职,"六险一金,灵活工作制,技术分享,晋升渠道",Python系统开发工程师,15k-30k,1-3年
苏州,上海众言网络科技有限公司,本科,B轮,全职,"带薪年假,五险一金,期权奖励,定期体检",Python开发,15k-25k,3-5年
北京,北京思源置地投资有限公司,本科,不需要融资,全职,"云,大数据,AI",python,20k-30k,5-10年
北京,仁科互动（北京）信息科技有限公司,本科,D轮及以上,全职,弹性工作，扁平管理，丰厚年终奖，五险一金,Python开发工程师,25k-35k,3-5年
上海,上海谷露软件有限公司,本科,A轮,全职,"工程师文化,年轻,大牛,爽",Python开发工程师,13k-25k,不限
成都,广州碧软信息科技有限公司,本科,不需要融资,全职,五险一金 周末双休 带薪年假,Python,10k-18k,5-10年
深圳,万科物业发展有限公司,本科,不需要融资,全职,"平台好,空间大",Python开发工程师,15k-30k,3-5年
北京,北京猎户星空科技有限公司,本科,A轮,全职,大牛云集，人工智能，扁平管理,python工程师,15k-30k,1-3年
北京,维我软件（上海）有限公司北京分公司,本科,上市公司,全职,"纽交所上市,云计算,SaaS,生命科学",Python软件开发工程师,15k-25k,3-5年
北京,高德软件有限公司,本科,上市公司,全职,阿里福利~,python开发高级工程师,15k-30k,3-5年
上海,上海晓途网络科技有限公司,本科,B轮,全职,"年轻团队,扁平管理,弹性工作,简单透明",Python开发工程师,15k-25k,1-3年
烟台,烟台欣和企业食品有限公司,本科,不需要融资,全职,"领导好,氛围好,有班车",JAVA/Python工程师,5k-10k,3-5年
上海,上海庆科信息技术有限公司,本科,B轮,全职,发展空间大,python开发工程师,15k-18k,1-3年
杭州,中科视拓（北京）科技有限公司,本科,A轮,全职,"大咖分享,补贴绩效奖,升职加薪快,团队氛围好",Python工程师,8k-16k,1-3年
杭州,杭州健培科技有限公司,不限,不需要融资,全职,"双休,五险,工作8小时,法定节假日",python开发工程师,6k-10k,1-3年
上海,上海众言网络科技有限公司,本科,B轮,全职,"五险一金,季度旅游,节日福利,带薪年假",Python开发师,12k-24k,3-5年
成都,昆明俊云科技有限公司,本科,不需要融资,全职,"高薪资,丰厚年终奖,期权,百万级产品",Python开发工程师,8k-12k,1-3年
北京,北京一览科技有限公司,本科,B轮,全职,福利优厚,python开发工程师,20k-40k,3-5年
北京,北京好巧国际旅行社有限公司,大专,B轮,全职,"双休,高速发展,扁平管理,五险一金",Linux C++/Python开发工程师,15k-20k,1-3年
上海,上海米闲企业管理合伙企业(有限合伙),本科,不需要融资,全职,"追求极客,业务明确",Python工程师,10k-20k,1-3年
深圳,深圳市博悦科创科技有限公司,大专,不需要融资,全职,项目好，福利好，有发展前景,python开发工程师,7k-14k,1-3年
北京,北京智者天下科技有限公司,本科,D轮及以上,全职,薪资优厚、氛围宽松、每日三餐、六险一金,Python开发工程师,15k-30k,3-5年
宁波,宁波清车电气有限公司,大专,未融资,全职,"五险一金,做五休二,带薪年假,年底双薪",Python软件工程师,6k-8k,1-3年
北京,维我软件（上海）有限公司北京分公司,本科,上市公司,全职,"纽交所上市,云计算,SaaS,生命科学",Python,25k-35k,3-5年
北京,北京启明合心科技有限公司,本科,A轮,全职,"大数据处理,自由度大,有挑战,公司午晚餐",Python开发工程师,20k-35k,1-3年
杭州,杭州健培科技有限公司,本科,不需要融资,全职,高薪、五险一金、氛围好,Python软件开发,10k-15k,1-3年
上海,上海壤歌市场营销策划有限公司,本科,A轮,全职,"技术氛围,技术驱动,弹性工作,文化年轻",资深Python工程师,18k-28k,3-5年
武汉,北京榆钱投资管理有限公司,大专,A轮,全职,"弹性工作,氛围好,福利好,前景好",Python,10k-20k,1-3年
深圳,深圳市五一五游戏网络有限公司,大专,未融资,全职,"国内外旅游,五险一金,任性下午茶,年终奖金",Python,15k-25k,3-5年
深圳,深圳众禄基金销售股份有限公司,大专,上市公司,全职,"团队氛围,高速发展,互联网金融,五险一金",Python开发工程师,18k-25k,3-5年
北京,北京慕华信息科技有限公司,本科,B轮,全职,"五险一金,餐补,生日会,优秀团队",Python开发工程师,20k-30k,3-5年
上海,无锡华云数据技术服务有限公司,本科,D轮及以上,全职,绩效奖金 年终奖金 交通补贴 餐饮补贴,Python开发工程师,18k-28k,3-5年
上海,上海微麦电子商务发展有限公司,本科,A轮,全职,"牛人引领,不打卡,薪资高,氛围好",python,10k-20k,1-3年
北京,京东金融,本科,上市公司,全职,餐补+年终奖+良好的晋升空间,Python研发工程师,25k-50k,5-10年
深圳,深圳市和讯华谷信息技术有限公司,本科,D轮及以上,全职,"D轮+,14薪+,攻城狮氛围,牛掰团队",极光调研 - 高级 Python 工程师,18k-35k,3-5年
北京,北京磁力信科技有限公司,不限,不需要融资,全职,"项目前景好,技术氛围好,餐补房补,成长基金",Python 开发工程师,14k-28k,3-5年
北京,医渡云（北京）技术有限公司,大专,B轮,全职,"十四薪,带薪年假,免费三餐,租房补助",Python开发工程师,18K-35K,3-5年
北京,北京开拓天际科技有限公司,本科,A轮,全职,"领导好,福利好,团队优秀",Python工程师,15k-23k,3-5年
深圳,上海海万信息科技股份有限公司,大专,不需要融资,全职,"发展平台,团队合作,五险一金,法定节假日",Python开发工程师,9k-16k,1-3年
上海,上海江村市隐智能科技有限公司,本科,不需要融资,全职,技术大牛,Python开发,10k-15k,1-3年
深圳,深圳开黑科技有限公司,本科,A轮,全职,"电竞类项目,融资速度快,高期权,腾讯系团队",Python研发工程师,13k-25k,1-3年
上海,上海大岂网络科技有限公司,本科,B轮,全职,"B轮公司,大数据团队,发展空间大,超长年假",python工程师,10k-20k,1-3年
深圳,深圳市金证科技股份有限公司,大专,上市公司,全职,"上市公司,办公环境好,薪资福利好,五险一金",Python,10k-16k,3-5年
长沙,深圳前海信美分期科技有限公司,本科,不需要融资,全职,"平台大,升职机会多,加薪快",Python开发 （长沙）,6k-10k,1-3年
杭州,浙江钱花网络科技有限公司,本科,不需要融资,全职,"大牛带队,扁平化管理,弹性工作,年终奖金",python开发,10k-18k,1-3年
深圳,深圳市健康阿鹿信息科技有限公司,大专,不需要融资,全职,"上市公司,实力雄厚,人性化管理,福利众多",Python工程师,15k-25k,1-3年
北京,联想（北京）有限公司,本科,上市公司,全职,"发展空间大,技术氛围好",Python开发工程师,20k-40k,5-10年
杭州,杭州健培科技有限公司,大专,不需要融资,全职,"双休,五险一金,工作8小时,海外团队",python开发,8k-15k,1-3年
杭州,武汉佰钧成技术有限责任公司,大专,不需要融资,全职,"云平台,大平台,牛人,新技术",Python工程师,10k-18k,1-3年
深圳,深圳市博悦科创科技有限公司,大专,不需要融资,全职,大平台 发展好,python软件开发工程师,10k-13k,1-3年
北京,凡普金科企业发展（上海）有限公司,本科,不需要融资,全职,"六险一金,数据驱动,敏捷开发,行业风口",Python工程师,25k-35k,3-5年
北京,北京南天软件有限公司,本科,上市公司,全职,长期稳定,python工程师,5k-10k,1-3年
北京,云蜂科技有限公司,本科,不需要融资,全职,"发展空间大,技术氛围好,办公环境好,简单开放",Python工程师,15k-25k,3-5年
广州,广东省电信规划设计院有限公司,大专,上市公司,全职,"周末双休,高温补贴,节日补贴",Python工程师,6k-10k,1-3年
北京,维我软件（上海）有限公司北京分公司,本科,上市公司,全职,"纽交所上市,云计算,SaaS,股票",高级Python工程师,25k-35k,5-10年
北京,北京陌上花科技有限公司,本科,B轮,全职,"股票期权,绩效奖金,晋升空间,技术大牛",Python/Golang开发工程师,20k-40k,1-3年
北京,小叶子（北京）科技有限公司,本科,C轮,全职,"免费午晚餐,五险一金,交补,年终奖",python,20k-30k,3-5年
深圳,厦门笨鸟电子商务有限公司,本科,B轮,全职,海量数据,python工程师,20k-40k,1-3年
广州,广州德惟科技有限公司,本科,不需要融资,全职,"综合福利好,技术大牛多,交通便利,假期多",python开发（广州）,8k-13k,1-3年
深圳,腾讯科技(深圳)有限公司,本科,上市公司,全职,"五险一金,绩效奖金,带薪休假",HY2-监控系统开发工程师-Python（深圳）,18k-30k,3-5年
成都,昊盈信息技术（成都）有限公司,大专,不需要融资,全职,"五险一金,带薪年假,年度体检,各种补贴",Python 开发工程师,8k-15k,3-5年
北京,无锡信成网络科技有限公司,本科,A轮,全职,"五险一金,季度奖励,日常福利,领导nic",python开发工程师,13k-20k,3-5年
北京,混沌时代（北京）教育科技有限公司,本科,不需要融资,全职,"福利待遇好,技术团队优,扁平管理",python后台开发工程师,20k-40k,1-3年
深圳,深圳市杉岩数据技术有限公司,本科,A轮,全职,"扁平化管理,发展空间大,产品有竞争,氛围融洽",Python开发工程师,10k-16k,1-3年
深圳,深圳市乐易网络有限公司,本科,A轮,全职,"海外手游,鹅厂大神,高配团队",Python,15k-30k,3-5年
珠海,珠海哈工有思科技有限公司,本科,A轮,全职,"创新,开放",Python开发工程师,10k-20k,1-3年
杭州,浙江天垂科技有限公司,本科,天使轮,全职,"弹性工作,硅谷团队,股权激励,全正版软件",Python工程师,15k-30k,3-5年
北京,北京好巧国际旅行社有限公司,本科,B轮,全职,"带薪年假,弹性工作,五险一金,股票期权",python高级工程师,25k-35k,5-10年
北京,维我软件（上海）有限公司北京分公司,本科,上市公司,全职,"纽交所上市,云计算,SaaS,生命科学",Python开发,15k-20k,1-3年
上海,上海华瑞银行股份有限公司,本科,不需要融资,全职,"六险两金,年度体检,绩效奖金,渠道晋升",Python开发工程师,20k-40k,3-5年
深圳,武汉佰钧成技术有限责任公司,本科,不需要融资,全职,"六险一金,年度旅游,定期体检,出国机会",Python中级开发工程师,12k-18k,3-5年
北京,北京思维造物信息科技有限公司,不限,B轮,全职,"六险一金,大咖云集",Python开发工程师,15k-30k,不限
深圳,心灵失重（北京）科技有限公司,本科,A轮,全职,老司机来开车,Python,15k-30k,3-5年
成都,昆明俊云科技有限公司,本科,不需要融资,全职,"百万级产品,高薪资,六险一金,氛围轻松",python开发工程师,12k-15k,3-5年
北京,北京撞见旅行国际旅行社有限公司,本科,不需要融资,全职,"五险一金,扁平化,补助,弹性",Python开发工程师,15k-30k,5-10年
上海,上海道客网络科技有限公司,本科,A轮,全职,"15天年假,5天病假,年终多薪,公司前景",Python开发工程师,20k-40k,3-5年
深圳,深圳回收宝科技有限公司,本科,B轮,全职,"腾讯系团队,大牛导师多,发展前景广,薪资待遇好",Python开发工程师,15k-22k,3-5年
北京,北京币贝科技有限公司,本科,不需要融资,全职,"技术大牛,弹性工作,不打卡,福利丰厚",Python开发工程师,15k-30k,不限
北京,深圳市麦达数字股份有限公司,本科,上市公司,全职,"上市公司,五险一金,薪酬福利好,发展空间大",PYTHON研发工程师,25k-35k,3-5年
北京,北京字节跳动科技有限公司,本科,C轮,全职,六险一金，高薪期权，弹性工作，免费三餐，租房补贴，休闲下午茶，扁平管理，团队氛围好，优厚薪资,python开发工程师,25k-50k,3-5年
北京,上海淇毓信息科技有限公司,本科,未融资,全职,核心业务，角色重要，成长空间大,Python开发工程师,20k-30k,3-5年
上海,上海众言网络科技有限公司,本科,B轮,全职,"五险一金,季度旅游,生日会,带薪年假",Python开发,12k-24k,3-5年
杭州,陕西联云数据技术服务有限公司,大专,B轮,全职,"学习机会多,福利优厚,双休,五险一金",Python开发工程师,10k-15k,1-3年
北京,维我软件（上海）有限公司北京分公司,本科,上市公司,全职,"纽交所上市,云计算,SaaS,股票",资深Python开发工程师,25k-35k,5-10年
北京,广州杰颉软件科技有限公司,大专,A轮,全职,"A轮,发展空间大,工作弹性,福利待遇好",python工程师（北京）,10k-15k,3-5年
大连,北京推想科技有限公司,大专,B轮,全职,"人工智能,快速成长,弹性工作,年终奖丰厚",python工程师,6k-12k,1年以下
北京,会找房（北京）网络技术有限公司,本科,C轮,全职,"行业领先,激情团队,扁平化管理,团队氛围好",Python,15K-25K,3-5年
北京,北京陌上花科技有限公司,本科,B轮,全职,"股票期权,绩效奖金,技术大牛,弹性工作",高级Python开发工程师,20k-40k,3-5年
北京,永杨安风（北京）科技有限公司,本科,B轮,全职,"海外APP,社/公全额,海外团建,工作居住证",Python研发工程师,15k-25k,1-3年
宁波,宁波新希望信息技术有限公司,本科,未融资,全职,出国机会，上升空间，踏实做事，靠谱,Python,10k-15k,3-5年
苏州,上海众言网络科技有限公司,本科,B轮,全职,"带薪年假,定期体检,五险一金,福利多多",Python,6k-12k,1-3年
北京,北京东方国信科技股份有限公司,本科,上市公司,全职,"公司前景好,优秀团队,带薪年假",Python开发工程师,18k-25k,5-10年
上海,上海优刻得信息科技有限公司,本科,D轮及以上,全职,"六险一金,弹性工作,年终旅游,技术挑战",资深Python开发工程师,25k-35k,5-10年
深圳,深圳市博奥特科技有限公司,不限,未融资,全职,"前景广阔,全新项目,提升空间大,项目背景强",PYTHON高级开发工程师,18k-25k,3-5年
上海,两鲜商贸（上海）有限公司,大专,A轮,全职,"氛围轻松,大牛带教",Python 开发工程师,10k-15k,1-3年
杭州,北京通力互联技术服务有限公司,大专,不需要融资,全职,技术前景好 团队nice,python工程师,10k-20k,1-3年
北京,北京明日虫洞科技有限公司,本科,B轮,全职,技术团队牛人多&nbsp;核心人员背景强&nbsp;福利好,Python,15k-30k,1-3年
上海,上海阅文信息技术有限公司,本科,上市公司,全职,"团队好,发展快,福利全",Python开发工程师,15k-25k,5-10年
北京,维我软件（上海）有限公司北京分公司,本科,上市公司,全职,"纽交所上市,云计算,SaaS,生命科学",Software Engineer -Python,25k-35k,3-5年
深圳,深圳市博奥特科技有限公司,大专,未融资,全职,"晋升空间大,福利待遇好",python开发工程师,10k-20k,1-3年
北京,掌阅科技股份有限公司,本科,不需要融资,全职,"一带一,实践机会,成长空间大",Python研发工程师（应届毕业生/实习生）,8k-15k,不限
上海,无锡华云数据技术服务有限公司,本科,D轮及以上,全职,各项补贴 带薪年病假 弹性上下班,103-中级Python开发工程师,15k-25k,3-5年
北京,北京罗威亚科技有限公司,本科,天使轮,全职,"平台好,技术新,大牛带,团队棒",python攻城狮,9k-15k,1-3年
北京,北京字节跳动科技有限公司,本科,C轮,全职,六险一金，高薪期权，弹性工作，免费三餐，租房补贴，休闲下午茶，扁平管理，团队氛围好，优厚薪资,python开发工程师,20k-35k,1-3年
深圳,广州云移信息科技有限公司,大专,B轮,全职,五险一金 定期培训 年度体检 生日福利,python高级开发工程师,18k-25k,5-10年
成都,成都捷云智慧科技有限公司,本科,不需要融资,全职,"绩效奖金,带薪年假",Python,8k-12k,1-3年
北京,北京云途腾科技有限责任公司,本科,B轮,全职,福利好 领导傻富甜 捎带手儿解决个人问题,高级python研发工程师,20k-40k,5-10年
北京,深圳码隆科技有限公司,本科,B轮,全职,发展前景广阔,python工程师(北京),15k-25k,1-3年
北京,北京缔联科技有限公司,本科,B轮,全职,"周末双休,法定节假日,六险一金,年底双薪",Python开发工程师,10k-20k,3-5年
北京,北京物灵智能科技有限公司,本科,不需要融资,全职,"人工智能,万物有灵,黑科技,硅谷范",python研发工程师,15k-30k,3-5年
北京,北京奇安信科技有限公司,本科,不需要融资,全职,技术氛围浓；平台口碑好；福利待遇优,360企业安全-Python开发工程师,15k-30k,3-5年
上海,上海众言网络科技有限公司,本科,B轮,全职,"带薪年假,股票期权,下午茶,季度旅游",Python资深开发,12k-24k,3-5年
太原,山西优逸客科技有限公司,本科,不需要融资,全职,五险一金,python工程师,8k-12k,1-3年
北京,维我软件（上海）有限公司北京分公司,本科,上市公司,全职,"纽交所上市,云计算,SaaS,生命科学",高级Python工程师,20k-30k,3-5年
深圳,深圳市博奥特科技有限公司,大专,未融资,全职,"晋升空间大,五险一金",Python开发工程师,10k-15k,1-3年
上海,上海墨沐金融信息服务有限公司,本科,A轮,全职,"时间自由,技术先进,区块链",python 开发工程师,10k-20k,1-3年
上海,上海拍拍贷金融信息服务有限公司,本科,上市公司,全职,晋升空间大、福利好,python工程师,12k-24k,3-5年
北京,北京朴素磐石投资管理有限公司,硕士,B轮,全职,"五险一金,年底双薪,弹性工作",Python工程师,10k-20k,1-3年
北京,极道科技（北京）有限公司,本科,不需要融资,全职,"技术大咖,气氛活跃,福利多多,年底双薪",python开发工程师,10k-16k,1-3年
深圳,上海航仕企业管理有限公司,本科,C轮,全职,BAT的薪资福利待遇，更有技术大牛传授技术,Python开发,20k-35k,3-5年
武汉,武汉北蚁网络科技有限公司,大专,不需要融资,全职,"五险一金,绩效奖金,休闲餐点",Python高级开发工程师,10k-15k,5-10年
上海,上海道客网络科技有限公司,本科,A轮,全职,"大牛环绕,弹性工作,福利优厚",Python开发工程师,10k-20k,1-3年
北京,北京搜狗科技发展有限公司,本科,C轮,全职,快速成长，感受全球氛围,搜狗海外输入法-Python高级开发工程师,20k-40k,3-5年
北京,超对称（北京）科技有限公司,本科,A轮,全职,"五险一金,每周运动,无限量零食,好老板",Python开发工程师,12k-20k,1-3年
广州,广州楠天网络科技有限公司,大专,不需要融资,全职,"五险一金,下午茶",初级Python工程师,4k-7k,不限
上海,无锡华云数据技术服务有限公司,大专,D轮及以上,全职,各项补贴 节日福利 弹性上下班 年度旅游,32-高级Python开发工程师,15k-25k,1-3年
深圳,深圳市博悦科创科技有限公司,本科,不需要融资,全职,项目好，福利好发展好,Python开发,9k-18k,1-3年
